type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
MOVIE,2009,72,2,1,7.7,2564.0,4.283,7.0
MOVIE,2008,60,1,1,7.6,1794.0,3.826,7.5
SHOW,2010,11,3,1,5.3,158.0,4.871,6.3
MOVIE,2001,184,3,1,8.1,71586.0,5.704,7.0
MOVIE,2003,160,2,1,8.7,21167.0,4.634,7.5
SHOW,2001,20,1,1,7.0,2323.0,6.204,7.9
MOVIE,2008,97,2,1,6.8,4255.0,3.891,6.3
MOVIE,2006,225,1,1,8.7,324.0,2.821,6.5
MOVIE,2008,94,4,1,7.1,2207.0,40.732,7.0
MOVIE,2007,90,2,1,3.6,11177.0,10.367,5.0
MOVIE,2009,110,2,1,7.0,1981.0,2.951,6.1
MOVIE,2006,155,2,1,7.1,23119.0,8.428,6.4
MOVIE,2010,85,3,1,6.8,3650.0,97.631,7.0
MOVIE,2002,92,4,4,6.6,3598.0,2.894,6.4
MOVIE,2005,90,1,1,7.3,928.0,1.366,6.4
SHOW,2004,3,3,1,6.3,122.0,1.841,7.2
MOVIE,2009,73,2,1,7.5,4411.0,6.236,7.3
MOVIE,2010,94,3,1,7.4,2416.0,53.143,7.4
MOVIE,2008,90,3,1,6.8,4551.0,109.752,7.2
MOVIE,2006,167,4,1,7.1,37131.0,8.892,7.1
MOVIE,2006,165,3,1,6.9,10810.0,3.942,6.1
MOVIE,2009,95,5,1,7.0,3702.0,101.203,7.3
MOVIE,2008,167,2,1,6.9,12533.0,7.048,6.3
MOVIE,2004,114,4,1,6.6,3841.0,12.181,6.6
SHOW,2009,26,1,1,6.2,19.0,0.88,6.829174760787145
SHOW,2010,9,3,1,7.4,586.0,4.963,7.4
MOVIE,2004,99,2,4,7.1,6293.0,5.108,6.8
MOVIE,2009,150,3,1,6.3,14603.0,6.675,6.1
MOVIE,2001,85,3,1,5.0,75.0,0.967,2.0
MOVIE,2004,95,3,1,6.510860655737705,23439.382473841553,7.867,5.3
MOVIE,2005,85,2,1,7.6,783.0,2.089,7.0
MOVIE,2008,161,5,1,7.0,63.0,5.732,6.1
MOVIE,2007,189,4,1,7.5,19777.0,7.686,7.1
MOVIE,2002,100,5,1,7.3,2148.0,30.957,7.6
MOVIE,2008,44,2,1,5.9,611.0,1.378,5.1
SHOW,2002,49,1,1,7.2,208.0,1.139,6.829174760787145
MOVIE,2004,127,3,1,8.0,62386.0,7.047,7.2
MOVIE,2010,126,2,1,7.4,18603.0,5.554,7.4
SHOW,2005,31,3,1,6.5,97.0,3.42,6.829174760787145
MOVIE,2010,167,3,1,7.1,17697.0,3.761,6.3
MOVIE,2008,55,1,1,6.510860655737705,23439.382473841553,2.177,6.5
MOVIE,2008,146,3,1,7.4,26894.0,7.196,6.8
MOVIE,2009,89,3,1,6.6,3327.0,5.165,6.6
MOVIE,2006,76,2,1,8.0,4000.0,5.406,6.6
MOVIE,2003,167,2,1,6.5,15468.0,6.121,6.2
MOVIE,2004,90,4,1,6.6,6866.0,50.604,7.2
MOVIE,2006,116,3,1,7.2,9964.0,2.636,6.5
MOVIE,2004,161,4,1,7.3,8929.0,3.893,6.4
SHOW,2005,49,2,1,7.1,61.0,0.6,7.0
SHOW,2008,44,5,1,8.0,774.0,189.665,7.5
MOVIE,2009,138,3,1,7.6,31167.0,5.035,7.1
MOVIE,2008,95,5,1,7.0,1233.0,51.441,7.1
MOVIE,2002,169,5,1,6.2,8393.0,5.941,5.5
MOVIE,2006,184,2,1,6.0,19947.0,9.421,6.4
MOVIE,2005,90,4,1,7.3,2097.0,2.177,6.3
MOVIE,2006,95,2,1,6.4,4050.0,58.559,7.0
MOVIE,2010,115,4,1,7.3,10469.0,3.912,6.3
MOVIE,2007,124,3,1,7.4,12036.0,3.965,6.4
SHOW,2007,44,1,1,7.1,211.0,13.94,7.8
SHOW,2006,56,2,2,7.9,441.0,0.6,8.0
MOVIE,2010,129,3,1,5.6,8042.0,6.801,5.9
MOVIE,2004,179,5,1,7.0,35484.0,12.629,6.9
MOVIE,2009,137,2,1,6.3,11884.0,7.028,6.5
MOVIE,2005,141,4,1,6.3,13263.0,6.607,6.3
MOVIE,2008,144,2,1,7.7,22092.0,4.956,6.9
MOVIE,2010,108,4,1,7.2,5684.0,3.126,6.1
MOVIE,2007,89,4,1,6.9,1660.0,38.807,6.7
MOVIE,2010,120,3,1,5.1,4275.0,3.068,5.8
MOVIE,2009,135,4,1,7.4,17219.0,6.585,6.8
MOVIE,2006,110,3,2,6.2,1129.0,2.585,5.8
MOVIE,2005,105,4,5,6.5,3225.0,1.899,6.0
MOVIE,2009,155,3,1,7.1,10272.0,4.932,6.5
MOVIE,2008,60,1,1,7.8,3555.0,4.344,7.4
SHOW,2008,22,3,1,4.1,885.0,1.504,6.1
MOVIE,2005,96,5,1,6.4,4380.0,41.579,6.6
MOVIE,2007,118,3,1,6.1,2648.0,5.216,5.3
MOVIE,2007,137,3,1,7.6,8110.0,4.553,6.5
MOVIE,2010,102,1,1,7.0,13167.0,7.689,6.4
MOVIE,2004,88,4,1,7.2,1845.0,34.264,7.7
SHOW,2008,67,4,1,7.4,476.0,4.692,7.2
MOVIE,2009,141,3,1,7.9,30567.0,7.069,6.9
MOVIE,2010,135,3,1,7.1,12114.0,7.725,6.3
MOVIE,2008,142,3,2,6.5,15063.0,8.613,6.2
SHOW,2001,49,1,1,7.2,43.0,22.6379253956843,6.829174760787145
SHOW,2006,190,1,1,6.510860655737705,23439.382473841553,1.487,7.5
MOVIE,2010,95,2,1,5.3,5111.0,4.254,4.7
MOVIE,2009,161,6,1,5.7,5162.0,4.865,4.7
SHOW,2002,0,3,1,8.5,195.0,1.791,6.829174760787145
MOVIE,2010,132,5,1,7.4,17642.0,4.465,6.6
MOVIE,2009,141,2,1,6.1,7761.0,2.951,5.8
MOVIE,2003,99,4,1,7.6,2226.0,43.092,7.8
MOVIE,2005,137,5,1,6.6,6370.0,4.763,5.8
MOVIE,2008,135,2,1,5.1,7983.0,6.084,5.0
MOVIE,2008,42,4,1,7.7,17538.0,4.31,6.9
MOVIE,2005,127,4,1,4.7,5370.0,5.129,4.3
MOVIE,2007,145,4,1,7.1,10213.0,5.534,6.5
MOVIE,2002,137,3,1,8.4,8491.0,3.739,7.4
MOVIE,2004,141,1,1,8.4,379.0,1.948,7.0
SHOW,2009,44,4,1,7.6,622.0,1.649,7.3
MOVIE,2009,192,3,1,4.8,2732.0,1.912,4.9
MOVIE,2005,172,1,1,6.1,3537.0,4.797,5.0
MOVIE,2007,89,4,1,5.5,4442.0,6.795,5.6
MOVIE,2009,29,1,1,6.510860655737705,23439.382473841553,0.989,3.4
MOVIE,2006,96,2,1,7.0,2706.0,5.577,5.5
SHOW,2009,44,2,1,5.4,6.0,1.529,6.829174760787145
MOVIE,2009,122,3,1,4.4,251.0,1.525,4.2
MOVIE,2006,72,2,1,7.8,3974.0,4.112,7.1
MOVIE,2008,119,1,1,7.7,6354.0,2.955,6.9
MOVIE,2004,47,1,1,6.510860655737705,23439.382473841553,1.552,4.6
MOVIE,2001,42,2,1,7.4,1087.0,1.596,7.4
MOVIE,2006,95,3,1,7.3,388.0,2.223,6.8
MOVIE,2008,97,2,1,6.3,264.0,1.859,7.4
MOVIE,2010,119,4,1,6.6,2217.0,5.963,6.4
MOVIE,2004,57,1,1,8.0,3446.0,3.971,7.3
MOVIE,2008,130,3,1,5.5,1136.0,1.831,5.7
MOVIE,2005,112,1,1,6.4,605.0,1.623,5.0
MOVIE,2003,84,1,1,6.510860655737705,23439.382473841553,1.4,5.5
MOVIE,2008,85,3,1,5.4,2884.0,3.972,5.2
MOVIE,2008,127,1,1,6.510860655737705,23439.382473841553,2.714,6.9
MOVIE,2010,115,3,1,5.6,3166.0,2.767,5.9
MOVIE,2010,104,3,1,7.1,2625.0,3.347,7.1
SHOW,2009,46,1,1,6.510860655737705,23439.382473841553,22.627,8.6
MOVIE,2004,186,4,1,7.8,23262.0,7.299,6.6
MOVIE,2004,67,2,1,6.510860655737705,23439.382473841553,1.751,8.0
SHOW,2003,59,3,1,6.9,40.0,4.171,6.829174760787145
SHOW,2010,44,5,1,6.7,231.0,22.6379253956843,6.829174760787145
SHOW,2008,13,1,1,5.6,11.0,1.831,6.829174760787145
MOVIE,2009,98,3,1,2.9,680.0,2.599,4.1
MOVIE,2001,110,2,1,8.0,36540.0,7.17,7.2
MOVIE,2010,146,3,1,7.5,5594.0,1.559,6.4
MOVIE,2008,134,2,1,6.9,3259.0,1.823,5.6
MOVIE,2010,104,2,1,7.4,12309.0,3.404,7.3
MOVIE,2002,155,4,1,8.1,16340.0,3.79,6.9
SHOW,2005,19,1,1,9.5,3115.0,22.6379253956843,6.829174760787145
MOVIE,2009,182,2,1,7.1,17.0,0.843,6.829174760787145
MOVIE,2009,115,3,1,3.4,3173.0,2.81,3.9
MOVIE,2003,145,3,1,6.1,4255.0,3.717,5.8
MOVIE,2008,153,3,1,5.3,5637.0,4.743,4.9
MOVIE,2007,102,4,1,5.2,695.0,5.828,5.0
MOVIE,2007,73,3,1,6.9,348.0,0.943,7.0
MOVIE,2008,109,3,5,6.8,1235.0,1.738,6.3
MOVIE,2005,173,3,1,7.4,4773.0,3.86,6.3
MOVIE,2003,157,3,1,7.8,17148.0,2.417,6.3
MOVIE,2003,60,1,1,7.0,13.0,22.6379253956843,6.829174760787145
SHOW,2010,59,1,1,6.8,95.0,3.995,4.8
MOVIE,2010,106,1,2,6.2,110.0,1.394,6.829174760787145
SHOW,2002,30,1,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2009,96,3,1,8.4,2498.0,2.115,7.0
MOVIE,2008,57,2,1,6.5,86.0,0.955,6.5
MOVIE,2009,94,1,1,7.4,887.0,2.51,8.1
MOVIE,2003,80,1,2,6.4,743.0,1.383,5.0
MOVIE,2008,110,2,1,6.8,2219.0,4.046,6.7
MOVIE,2008,96,4,1,7.6,11290.0,4.053,6.9
SHOW,2006,48,1,1,7.4,46.0,5.066,2.2
MOVIE,2008,69,3,1,6.4,327.0,1.113,6.8
MOVIE,2004,113,1,1,5.3,203.0,2.239,5.3
MOVIE,2008,110,3,2,6.6,2291.0,4.903,6.3
MOVIE,2008,128,3,1,4.4,609.0,1.507,7.0
SHOW,2009,58,3,1,7.8,495.0,7.776,7.6
MOVIE,2003,142,4,1,4.3,920.0,1.84,4.2
MOVIE,2004,122,5,1,5.4,2638.0,2.932,5.2
SHOW,2010,44,2,1,6.7,7.0,1.546,6.829174760787145
MOVIE,2010,110,2,1,6.7,432.0,2.228,6.4
SHOW,2007,0,3,1,5.8,52.0,0.682,10.0
MOVIE,2004,124,4,1,5.1,1178.0,1.357,5.5
SHOW,2008,44,1,1,6.510860655737705,23439.382473841553,4.06,9.0
MOVIE,2008,85,2,1,7.4,3042.0,2.581,6.9
MOVIE,2008,125,3,1,3.4,1169.0,1.009,3.2
SHOW,2009,37,4,1,7.6,312.0,3.208,8.9
MOVIE,2007,98,5,3,7.0,1655.0,2.151,6.4
MOVIE,2001,149,4,1,5.3,2232.0,2.593,5.4
SHOW,2005,44,3,1,6.7,136.0,1.613,5.8
MOVIE,2007,97,2,1,8.0,317.0,1.743,7.4
MOVIE,2010,76,1,1,6.3,368.0,0.958,5.3
MOVIE,2010,144,1,1,7.2,1902.0,1.798,5.3
MOVIE,2009,100,4,1,5.5,305.0,1.844,6.3
MOVIE,2010,95,3,1,5.7,500.0,3.253,6.3
MOVIE,2004,148,4,1,6.4,1524.0,4.414,6.6
SHOW,2009,45,2,1,6.510860655737705,23439.382473841553,0.628,6.829174760787145
MOVIE,2009,121,1,1,6.5,212.0,1.299,6.2
MOVIE,2009,95,1,4,6.2,253.0,2.784,6.7
MOVIE,2008,160,3,1,4.8,1034.0,1.006,6.3
MOVIE,2010,121,4,1,4.8,2979.0,3.357,5.3
MOVIE,2007,167,3,1,5.0,2635.0,5.282,5.3
MOVIE,2009,117,3,1,5.2,411.0,1.216,5.0
MOVIE,2006,80,2,2,6.7,217.0,1.152,5.5
MOVIE,2007,110,4,1,4.3,495.0,2.115,5.0
SHOW,2002,69,1,1,6.8,28.0,22.6379253956843,6.829174760787145
MOVIE,2003,16,1,1,6.510860655737705,23439.382473841553,0.812,6.5
MOVIE,2009,117,3,1,5.6,719.0,2.345,5.1
MOVIE,2005,142,3,1,5.5,262.0,1.445,7.2
SHOW,2010,44,3,1,8.0,25.0,0.6,6.829174760787145
MOVIE,2009,120,1,1,7.4,214.0,1.387,4.8
SHOW,2010,45,1,1,6.510860655737705,23439.382473841553,1.4,6.829174760787145
MOVIE,2009,135,2,1,5.6,819.0,2.528,4.5
MOVIE,2008,105,3,1,6.5,391.0,2.281,7.3
MOVIE,2010,65,1,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2007,105,2,6,6.4,274.0,2.368,5.7
SHOW,2010,20,2,1,4.3,61.0,1.225,6.829174760787145
MOVIE,2001,56,2,1,8.2,55.0,0.916,6.829174760787145
MOVIE,2007,117,2,1,6.4,142.0,2.011,5.2
SHOW,2004,63,1,1,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2010,69,1,1,7.6,38.0,22.6379253956843,6.829174760787145
SHOW,2008,44,2,1,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2010,104,3,1,6.3,46.0,0.6,6.829174760787145
MOVIE,2006,82,1,1,6.510860655737705,23439.382473841553,1.401,5.8
MOVIE,2004,72,1,1,6.510860655737705,23439.382473841553,1.091,6.829174760787145
MOVIE,2006,91,1,1,6.1,152.0,0.999,7.0
MOVIE,2003,90,2,1,7.6,85.0,1.201,7.0
SHOW,2011,54,2,1,8.6,234232.0,252.934,8.112
MOVIE,2012,88,1,1,6.6,207830.0,148.44,6.8
MOVIE,2012,157,4,1,7.4,296416.0,24.241,7.0
MOVIE,2012,136,3,1,6.9,646119.0,159.056,6.7
SHOW,2012,24,10,1,7.8,10809.0,48.881,8.3
MOVIE,2012,165,4,1,8.4,1669067.0,91.76,7.768
MOVIE,2011,132,2,1,7.4,485301.0,76.839,7.0
SHOW,2011,21,2,1,7.7,219079.0,72.923,7.3
SHOW,2012,55,4,1,8.5,26146.0,25.211,7.4
SHOW,2011,59,4,1,8.8,526383.0,90.552,8.3
MOVIE,2011,107,2,1,7.1,128874.0,14.851,6.8
MOVIE,2012,165,2,1,8.4,1472668.0,66.924,8.15
SHOW,2012,53,4,1,8.3,35021.0,36.854,7.8
SHOW,2011,23,4,1,9.0,92162.0,178.265,8.8
SHOW,2012,42,1,1,7.4,3998.0,13.078,7.9
MOVIE,2012,158,4,2,7.5,327017.0,21.858,7.3
MOVIE,2012,120,2,2,7.7,600392.0,18.069,7.3
SHOW,2012,58,4,1,8.3,7017.0,3.392,7.3
SHOW,2012,24,8,1,8.4,21354.0,64.047,8.8
MOVIE,2011,90,6,1,7.2,280433.0,69.551,6.9
MOVIE,2011,106,4,2,6.8,301531.0,33.992,6.6
SHOW,2012,42,5,1,7.5,427871.0,122.099,6.7
SHOW,2012,17,7,2,7.3,4798.0,67.932,7.8
SHOW,2012,23,9,1,7.6,44606.0,58.325,8.284
SHOW,2012,23,7,1,8.4,119272.0,56.153,8.307
MOVIE,2011,129,3,2,7.4,449965.0,51.119,7.1
MOVIE,2012,109,4,3,6.4,122383.0,46.41,6.3
MOVIE,2012,131,4,1,6.4,129746.0,15.525,6.4
SHOW,2011,51,4,3,7.9,51041.0,18.887,7.6
SHOW,2012,19,3,1,8.0,12522.0,13.067,7.1
SHOW,2011,48,4,1,8.4,24165.0,14.536,7.4
MOVIE,2012,113,3,1,6.2,265626.0,48.204,6.0
MOVIE,2012,118,4,2,6.2,253352.0,51.651,5.967
SHOW,2012,22,5,1,6.4,925.0,9.697,8.2
SHOW,2012,45,3,1,7.9,29366.0,15.363,7.4
MOVIE,2011,103,5,1,5.4,90097.0,56.324,5.8
MOVIE,2011,106,3,1,7.0,49599.0,42.736,7.1
MOVIE,2012,92,3,1,4.3,55976.0,14.465,6.1
MOVIE,2011,113,3,3,6.8,260783.0,63.884,6.7
MOVIE,2012,97,9,1,7.2,173157.0,52.108,7.4
SHOW,2011,41,4,1,4.5,28.0,11.811,6.6
MOVIE,2012,105,3,1,6.4,90126.0,15.732,6.2
MOVIE,2012,76,6,1,7.5,12548.0,20.928,7.4
SHOW,2011,25,7,1,7.5,12985.0,46.557,8.1
SHOW,2012,22,1,1,7.5,1486.0,7.81,9.0
SHOW,2011,24,2,1,6.510860655737705,23439.382473841553,13.843,7.3
SHOW,2012,27,3,1,5.9,20.0,13.25,6.9
MOVIE,2012,134,4,1,7.4,26098.0,26.93,7.591
MOVIE,2011,97,3,1,6.4,50792.0,9.825,6.1
MOVIE,2011,125,1,1,8.0,16423.0,32.829,8.1
SHOW,2012,40,3,1,8.1,8718.0,11.299,7.7
SHOW,2011,2,6,1,7.1,615.0,9.644,7.4
SHOW,2011,22,5,2,6.9,4454.0,25.428,8.3
MOVIE,2011,85,3,1,6.510860655737705,23439.382473841553,19.565,6.3
SHOW,2012,44,4,1,8.4,5019.0,337.869,7.6
SHOW,2012,24,5,1,7.8,4006.0,28.161,8.6
SHOW,2012,6,3,1,7.4,1887.0,30.905,7.4
SHOW,2012,24,3,1,8.3,8420.0,61.164,8.7
MOVIE,2011,87,1,1,6.510860655737705,23439.382473841553,32.7,5.1
MOVIE,2011,114,3,3,6.0,97585.0,22.593,6.1
MOVIE,2012,98,4,1,6.8,20297.0,9.316,6.5
MOVIE,2011,97,5,2,7.1,58635.0,22.092,6.7
MOVIE,2012,58,2,1,8.2,6729.0,4.732,8.1
SHOW,2011,24,3,1,6.2,1519.0,8.022,6.5
MOVIE,2011,101,4,1,5.4,34363.0,19.141,5.7
MOVIE,2011,100,5,2,5.4,112015.0,24.404,6.0
MOVIE,2012,86,3,1,7.1,3478.0,4.334,6.8
MOVIE,2011,108,3,1,6.2,69562.0,17.242,6.0
MOVIE,2012,89,4,2,5.8,25734.0,18.259,5.7
SHOW,2011,41,4,1,8.0,2445.0,108.286,7.693
MOVIE,2012,108,3,1,7.8,7243.0,52.89,7.5
SHOW,2011,25,5,1,7.3,1028.0,8.393,7.1
MOVIE,2011,92,2,1,7.4,10266.0,6.651,7.2
MOVIE,2012,76,3,1,6.2,109.0,1.024,7.0
MOVIE,2012,75,1,1,8.0,1217.0,1.98,7.8
SHOW,2011,43,1,1,7.1,108.0,4.989,1.0
SHOW,2012,23,6,1,6.2,391.0,10.849,7.6
MOVIE,2011,135,3,1,6.8,16827.0,7.066,6.7
SHOW,2012,23,2,1,6.8,2783.0,5.685,6.9
SHOW,2011,14,4,1,6.0,126.0,11.341,7.7
MOVIE,2012,98,5,1,7.7,10470.0,20.201,7.5
MOVIE,2011,166,3,1,8.1,76565.0,11.997,7.6
SHOW,2012,16,2,1,7.6,20.0,3.483,5.0
MOVIE,2012,128,1,1,7.7,27.0,1.4,6.829174760787145
MOVIE,2012,80,1,2,6.510860655737705,23439.382473841553,2.596,7.4
MOVIE,2012,120,1,1,6.510860655737705,23439.382473841553,2.531,7.8
SHOW,2011,7,3,1,6.4,94.0,0.971,10.0
SHOW,2012,44,2,1,7.4,264.0,6.693,8.1
MOVIE,2011,89,4,1,6.3,8268.0,22.33,7.1
MOVIE,2012,101,1,1,6.5,1838.0,2.677,6.7
MOVIE,2012,65,2,1,7.4,3584.0,5.743,6.8
SHOW,2011,4,2,1,5.0,37.0,1.403,5.8
SHOW,2011,43,1,1,7.3,44.0,4.71,9.1
MOVIE,2011,102,4,1,7.5,29927.0,6.638,7.0
MOVIE,2011,113,2,1,7.7,7073.0,6.591,7.7
MOVIE,2012,151,3,1,8.1,81198.0,7.897,7.5
MOVIE,2012,115,4,1,6.0,14988.0,31.445,6.1
MOVIE,2011,148,3,1,6.2,5969.0,5.469,6.3
MOVIE,2011,108,6,1,7.1,5104.0,184.852,7.2
MOVIE,2012,50,1,1,7.0,567.0,1.407,7.0
MOVIE,2011,90,1,1,7.5,84.0,1.241,8.3
MOVIE,2011,115,2,1,6.5,1803.0,3.662,6.6
MOVIE,2012,77,1,1,7.7,3524.0,3.991,6.9
MOVIE,2011,90,3,1,4.7,1030.0,6.388,6.2
MOVIE,2012,68,3,1,6.1,1962.0,14.213,7.6
MOVIE,2012,135,5,1,8.2,36077.0,4.424,7.4
MOVIE,2011,91,4,3,6.510860655737705,23439.382473841553,13.983,6.1
MOVIE,2011,107,2,1,7.2,3753.0,4.11,6.4
MOVIE,2012,81,2,1,2.0,2654.0,5.926,5.6
MOVIE,2011,139,4,2,7.0,52750.0,9.333,7.0
MOVIE,2011,149,4,1,7.6,21521.0,4.851,7.0
SHOW,2012,45,1,1,8.5,777.0,4.391,8.0
MOVIE,2011,130,3,1,7.5,7831.0,2.552,7.0
MOVIE,2012,139,4,1,7.2,42188.0,8.367,6.8
MOVIE,2012,96,1,1,6.5,234.0,0.6,5.4
MOVIE,2011,128,4,2,5.9,1774.0,6.144,6.1
MOVIE,2012,96,3,1,6.7,14.0,3.031,6.2
MOVIE,2011,97,1,1,6.4,4206.0,2.481,6.3
MOVIE,2011,136,3,1,7.2,11783.0,4.471,6.7
SHOW,2011,15,4,1,6.0,16.0,3.657,8.0
MOVIE,2012,140,4,1,6.4,5465.0,3.068,6.2
MOVIE,2012,88,3,1,6.6,264.0,2.996,6.5
SHOW,2012,25,1,1,7.6,81.0,0.884,6.829174760787145
SHOW,2011,14,2,1,8.2,687.0,22.6379253956843,6.829174760787145
MOVIE,2011,144,2,1,6.6,9662.0,7.209,6.3
SHOW,2012,45,1,1,8.1,36.0,0.6,6.829174760787145
MOVIE,2012,80,1,1,5.3,1362.0,1.768,4.8
MOVIE,2012,143,3,1,5.7,22497.0,6.89,6.1
MOVIE,2012,125,3,1,8.1,58017.0,7.512,7.3
MOVIE,2011,146,2,1,6.510860655737705,23439.382473841553,1.743,7.3
MOVIE,2012,110,3,1,5.7,6820.0,4.062,5.6
MOVIE,2011,124,2,2,6.7,927.0,8.025,6.6
MOVIE,2012,156,2,1,5.1,1215.0,3.958,5.0
MOVIE,2011,135,5,1,5.2,2353.0,4.612,5.2
MOVIE,2011,134,4,1,4.6,25778.0,7.661,5.3
MOVIE,2012,94,2,1,7.1,967.0,1.176,5.9
MOVIE,2012,137,2,1,5.0,3926.0,3.166,5.1
MOVIE,2011,90,2,1,7.4,2296.0,2.89,6.3
MOVIE,2012,165,3,1,4.2,4534.0,4.977,5.2
MOVIE,2012,146,2,1,4.3,1889.0,4.582,5.1
SHOW,2011,46,3,1,6.8,153.0,9.047,7.3
MOVIE,2012,126,3,1,5.8,4381.0,3.262,6.2
MOVIE,2011,93,3,1,5.1,2654.0,2.033,3.8
SHOW,2011,47,3,1,6.8,156.0,3.417,7.0
MOVIE,2012,130,2,1,6.9,2211.0,3.101,6.5
MOVIE,2012,135,3,1,6.3,1217.0,8.673,7.0
MOVIE,2011,97,2,1,5.3,168.0,0.823,5.5
MOVIE,2012,118,2,1,5.1,338.0,4.674,4.9
MOVIE,2012,140,1,1,5.0,4353.0,4.154,5.0
MOVIE,2011,90,2,1,6.9,234.0,2.301,6.5
MOVIE,2012,80,1,1,7.0,1416.0,2.314,6.2
MOVIE,2012,149,1,1,6.9,1398.0,2.488,6.5
MOVIE,2011,66,3,1,8.7,13.0,1.028,5.1
MOVIE,2012,70,1,1,7.9,50.0,1.172,7.0
SHOW,2011,46,3,1,6.5,114.0,3.195,8.0
MOVIE,2011,24,4,1,5.1,510.0,2.874,2.7
MOVIE,2011,117,4,1,5.6,2908.0,2.229,5.2
MOVIE,2012,140,1,1,6.6,3925.0,2.564,6.3
MOVIE,2012,104,1,1,7.1,301.0,0.831,6.2
MOVIE,2012,110,4,1,5.0,1480.0,31.391,6.1
MOVIE,2011,121,4,1,7.2,8475.0,4.098,6.4
MOVIE,2012,141,3,1,3.2,1058.0,2.125,6.0
SHOW,2012,5,2,1,6.4,92.0,5.32,7.5
MOVIE,2011,96,1,1,8.1,4483.0,2.327,8.3
SHOW,2011,44,1,1,7.9,9.0,0.843,6.829174760787145
MOVIE,2012,167,2,1,6.1,2034.0,2.596,5.6
MOVIE,2012,65,1,1,7.8,13.0,0.6,6.829174760787145
MOVIE,2011,102,1,1,7.0,259.0,1.21,6.0
MOVIE,2011,67,1,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2012,150,1,1,3.8,286.0,1.4,4.4
MOVIE,2012,63,1,1,7.7,17.0,22.6379253956843,6.829174760787145
SHOW,2012,16,1,1,6.6,269.0,1.29,8.3
MOVIE,2012,101,3,1,5.4,145.0,1.96,6.829174760787145
MOVIE,2012,60,1,1,6.7,332.0,1.654,7.1
MOVIE,2012,125,2,1,6.3,361.0,2.635,5.9
MOVIE,2012,68,1,1,8.2,67.0,2.328,8.0
MOVIE,2012,150,2,1,6.0,2450.0,3.941,6.8
MOVIE,2011,134,3,1,6.3,294.0,1.181,6.3
MOVIE,2012,93,2,1,7.8,388.0,1.106,8.0
MOVIE,2011,57,1,1,7.2,501.0,2.414,6.1
MOVIE,2011,109,4,1,4.0,411.0,1.927,6.8
MOVIE,2011,115,3,1,5.3,392.0,1.489,5.0
MOVIE,2012,93,1,3,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2011,100,1,1,6.3,63.0,0.88,6.829174760787145
MOVIE,2012,100,1,1,6.0,203.0,3.235,6.0
MOVIE,2011,75,1,1,6.1,128.0,22.6379253956843,6.829174760787145
MOVIE,2011,104,3,1,5.9,311.0,1.583,4.0
SHOW,2011,44,2,1,6.510860655737705,23439.382473841553,1.771,6.829174760787145
MOVIE,2012,110,2,1,5.0,285.0,3.424,5.1
SHOW,2012,44,3,1,6.7,15.0,1.796,6.0
SHOW,2012,45,1,1,7.5,124.0,1.774,6.5
MOVIE,2012,111,2,1,6.2,174.0,1.968,5.0
MOVIE,2011,78,4,4,6.7,133.0,1.666,5.8
SHOW,2013,58,3,1,8.8,511668.0,1038.077,8.558
SHOW,2014,60,4,1,8.4,156114.0,101.42,8.2
SHOW,2013,24,6,1,9.0,325381.0,85.661,8.6
SHOW,2013,43,4,1,8.3,133406.0,114.436,8.6
SHOW,2013,43,3,1,8.0,242640.0,227.557,7.6
SHOW,2014,64,3,1,6.1,2021.0,15.176,5.6
SHOW,2014,42,5,1,7.6,341393.0,537.156,7.8
MOVIE,2014,95,5,3,7.2,113735.0,34.868,7.1
SHOW,2013,42,3,1,7.5,47751.0,50.864,8.0
MOVIE,2014,101,2,1,6.8,236513.0,123.984,6.559
MOVIE,2014,113,3,2,8.0,756254.0,49.673,8.0
SHOW,2014,42,3,1,7.6,245631.0,217.82,7.9
MOVIE,2013,123,4,3,8.1,471586.0,29.759,7.7
MOVIE,2014,118,3,1,7.8,531779.0,57.276,7.7
SHOW,2014,41,1,1,6.4,2528.0,9.479,5.9
MOVIE,2014,102,2,1,7.2,102820.0,18.905,7.1
MOVIE,2013,112,2,1,7.5,496484.0,221.925,7.533
SHOW,2014,43,5,1,7.8,227760.0,106.651,7.6
MOVIE,2014,102,5,1,7.8,330975.0,134.7,7.67
MOVIE,2013,104,3,1,5.7,75728.0,20.164,5.9
SHOW,2013,52,1,1,8.7,497650.0,33.936,8.1
MOVIE,2014,106,4,2,7.2,51.0,11.98,6.998
MOVIE,2013,104,4,1,7.4,155249.0,15.514,7.254
SHOW,2014,43,3,1,8.1,148643.0,47.891,7.9
SHOW,2014,26,3,1,8.8,148127.0,92.956,8.6
MOVIE,2013,128,2,1,7.5,94520.0,18.267,7.1
MOVIE,2013,120,3,1,6.5,274270.0,55.607,6.4
SHOW,2014,43,3,1,7.6,22894.0,28.001,6.9
